primaryLanguage,description,hasWikiEnabled,stargazerCount,pull_request_files,issue_files,nameWithOwner,owner,issue_files_to_str,pull_request_files_to_str
Go,Your ultimate Go microservices framework for the cloud-native era.,False,20531,['pull_request_template.md'],"['bug-report.md', 'feature-request.md', 'proposal.md', 'question.md']",go-kratos_kratos,go-kratos,"bug-report.md,feature-request.md,proposal.md,question.md",pull_request_template.md
Rust,"Build smaller, faster, and more secure desktop applications with a web frontend.",False,63142,['PULL_REQUEST_TEMPLATE.md'],['docs_report.md'],tauri-apps_tauri,tauri-apps,docs_report.md,PULL_REQUEST_TEMPLATE.md
Rust,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",False,36256,['pull_request_template.md'],"['bug_report.md', 'sprint_issue.md']",meilisearch_meilisearch,meilisearch,"bug_report.md,sprint_issue.md",pull_request_template.md
Rust,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",False,34045,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md']",starship_starship,starship,"Bug_report.md,Feature_request.md",PULL_REQUEST_TEMPLATE.md
Rust,Rust / Wasm framework for building client web apps,True,27411,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md']",yewstack_yew,yewstack,"bug_report.md,documentation.md",PULL_REQUEST_TEMPLATE.md
Rust,Lightning-fast and Powerful Code Editor written in Rust,True,25370,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",lapce_lapce,lapce,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Rust,A new type of shell,True,24514,['pull_request_template.md'],['standard-library-bug-or-feature-report.md'],nushell_nushell,nushell,standard-library-bug-or-feature-report.md,pull_request_template.md
Rust,A refreshingly simple data-driven game engine built in Rust,False,23597,['pull_request_template.md'],"['bug_report.md', 'docs_improvement.md', 'feature_request.md', 'performance_regression.md']",bevyengine_bevy,bevyengine,"bug_report.md,docs_improvement.md,feature_request.md,performance_regression.md",pull_request_template.md
Rust,Secure and fast microVMs for serverless computing.,False,21531,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",firecracker-microvm_firecracker,firecracker-microvm,"bug_report.md,feature_request.md",pull_request_template.md
Rust,"A runtime for writing reliable asynchronous applications with Rust. Provides I/O, networking, scheduling, timers, ...",False,20399,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",tokio-rs_tokio,tokio-rs,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Rust,"Actix Web is a powerful, pragmatic, and extremely fast web framework for Rust.",True,17437,['PULL_REQUEST_TEMPLATE.md'],['bug_report.md'],actix_actix-web,actix,bug_report.md,PULL_REQUEST_TEMPLATE.md
Rust,Diem’s mission is to build a trusted and innovative financial network that empowers people and businesses around the world.,True,16693,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation_bug_report.md', 'feature_request.md', 'questions.md']",diem_diem,diem,"bug_report.md,documentation_bug_report.md,feature_request.md,questions.md",PULL_REQUEST_TEMPLATE.md
Rust,📊  Cube — The Semantic Layer for Building Data Applications,False,15370,['pull_request_template.md'],"['bug_report.md', 'feature_request.md', 'question.md', 'sql_api_query_issue.md']",cube-js_cube,cube-js,"bug_report.md,feature_request.md,question.md,sql_api_query_issue.md",pull_request_template.md
Rust,🚀 The leading WebAssembly Runtime supporting WASI and Emscripten,True,15162,['pull_request_template.md'],"['---bug-report.md', '---feature-request.md', '--question.md']",wasmerio_wasmer,wasmerio,"---bug-report.md,---feature-request.md,--question.md",pull_request_template.md
Rust,egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native,True,14860,['pull_request_template.md'],"['bug_report.md', 'feature_request.md', 'other.md']",emilk_egui,emilk,"bug_report.md,feature_request.md,other.md",pull_request_template.md
Rust,A high-performance observability data pipeline.,True,13413,['PULL_REQUEST_TEMPLATE.md'],"['minor-release.md', 'patch-release.md']",vectordotdev_vector,vectordotdev,"minor-release.md,patch-release.md",PULL_REQUEST_TEMPLATE.md
Rust,"Distributed transactional key-value database, originally created to complement TiDB",True,13039,['pull_request_template.md'],"['bug-report.md', 'development-task.md', 'feature-request.md', 'question.md']",tikv_tikv,tikv,"bug-report.md,development-task.md,feature-request.md,question.md",pull_request_template.md
Rust,Blazing 💥 fast terminal-ui for git written in rust 🦀,False,12916,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",extrawurst_gitui,extrawurst,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Rust,A fast and secure runtime for WebAssembly,False,12133,['pull_request_template.md'],"['blank-issue.md', 'clif-bug-report.md', 'fuzzbug.md', 'improvement.md', 'wasmtime-bug-report.md']",bytecodealliance_wasmtime,bytecodealliance,"blank-issue.md,clif-bug-report.md,fuzzbug.md,improvement.md,wasmtime-bug-report.md",pull_request_template.md
Rust,An HTTP library for Rust,False,11737,['PULL_REQUEST_TEMPLATE'],"['bug_report.md', 'feature_request.md']",hyperium_hyper,hyperium,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE
Rust,"⚙️ A curated list of static analysis (SAST) tools and linters for all programming languages, config files, build tools, and more. The focus is on tools which improve code quality.",False,11239,['pull_request_template.md'],['new-issue.md'],analysis-tools-dev_static-analysis,analysis-tools-dev,new-issue.md,pull_request_template.md
Rust,A fast static site generator in a single binary with everything built-in. https://www.getzola.org,False,10850,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md']",getzola_zola,getzola,"bug_report.md,documentation.md",PULL_REQUEST_TEMPLATE.md
Rust,Build terminal user interfaces and dashboards using Rust,True,10340,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",fdehau_tui-rs,fdehau,"bug_report.md,feature_request.md",pull_request_template.md
Rust,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces.",True,10259,['PULL_REQUEST_TEMPLATE.md'],"['0-community.md', '1-core-contributor.md']",solana-labs_solana,solana-labs,"0-community.md,1-core-contributor.md",PULL_REQUEST_TEMPLATE.md
Rust,"Ergonomic and modular web framework built with Tokio, Tower, and Hyper",False,10127,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",tokio-rs_axum,tokio-rs,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Rust,No Nonsense Neovim Client in Rust,False,10070,['PULL_REQUEST_TEMPLATE.yml'],"['bug_report.md', 'feature_request.md']",neovide_neovide,neovide,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.yml
Rust,The next gen ls command,False,9802,['PULL_REQUEST_TEMPLATE'],['bug_report.md'],lsd-rs_lsd,lsd-rs,bug_report.md,PULL_REQUEST_TEMPLATE
Rust,open source training courses about distributed database and distributed systems,True,8786,['pull_request_template.md'],"['bug-report.md', 'feature-requirement.md', 'question.md']",pingcap_talent-plan,pingcap,"bug-report.md,feature-requirement.md,question.md",pull_request_template.md
Rust,Rust bindings for the Python interpreter,False,8343,['pull_request_template.md'],"['blank_issue.md', 'feature_request.md']",PyO3_pyo3,PyO3,"blank_issue.md,feature_request.md",pull_request_template.md
Rust,Rust for Windows,False,8324,['pull_request_template.md'],['blank_issue.md'],microsoft_windows-rs,microsoft,blank_issue.md,pull_request_template.md
Rust,"Build smaller, faster, and more secure desktop applications with a web frontend.",False,63142,['PULL_REQUEST_TEMPLATE.md'],['docs_report.md'],tauri-apps_tauri,tauri-apps,docs_report.md,PULL_REQUEST_TEMPLATE.md
JavaScript,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",True,63033,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'Other.md']",webpack_webpack,webpack,"Bug_report.md,Feature_request.md,Other.md",PULL_REQUEST_TEMPLATE.md
Python,The Python micro framework for building web applications.,False,62842,['pull_request_template.md'],"['bug-report.md', 'feature-request.md']",pallets_flask,pallets,"bug-report.md,feature-request.md",pull_request_template.md
C++,The Swift Programming Language,False,62569,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",apple_swift,apple,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript," Now we have become very big, Different from the original idea. Collect premium software in various categories.",True,60335,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'NEW_ADDITION_TO_LIST.md', 'REMOVE_ITEM_FROM_LIST.md']",jaywcjlove_awesome-mac,jaywcjlove,"Bug_report.md,Feature_request.md,NEW_ADDITION_TO_LIST.md,REMOVE_ITEM_FROM_LIST.md",PULL_REQUEST_TEMPLATE.md
TypeScript,VS Code in the browser,False,60224,"['PULL_REQUEST_TEMPLATE.md', 'release_template.md']","['doc.md', 'feature-request.md']",coder_code-server,coder,"doc.md,feature-request.md","PULL_REQUEST_TEMPLATE.md,release_template.md"
TypeScript,Predictable state container for JavaScript apps,False,59543,"['PULL_REQUEST_TEMPLATE.md', 'bugfix.md', 'documentation-edit.md', 'documentation-new.md']","['Bug_report.md', 'Feature_request.md', 'documentation-edit.md', 'documentation-new.md']",reduxjs_redux,reduxjs,"Bug_report.md,Feature_request.md,documentation-edit.md,documentation-new.md","PULL_REQUEST_TEMPLATE.md,bugfix.md,documentation-edit.md,documentation-new.md"
JavaScript,:atom: The hackable text editor,False,59368,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",atom_atom,atom,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
TypeScript,Realtime application framework (Node.JS server),False,58173,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",socketio_socket.io,socketio,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
C#,A C# port of shadowsocks,True,56450,['PULL_REQUEST_TEMPLATE.md'],"['bug_report_en.md', 'bug_report_zh.md', 'feature_request.md']",shadowsocks_shadowsocks-windows,shadowsocks,"bug_report_en.md,bug_report_zh.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
TypeScript,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ",False,55226,['PULL_REQUEST_TEMPLATE.md'],"['1-staff_issues.md', '2-accessibility.md', '3-grafana_ui_component.md', '5-chore.md']",grafana_grafana,grafana,"1-staff_issues.md,2-accessibility.md,3-grafana_ui_component.md,5-chore.md",PULL_REQUEST_TEMPLATE.md
Assembly,Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.,True,54762,['PULL_REQUEST_TEMPLATE.md'],"['Discussion.md', 'Humour.md', 'Proof_Comanche.md', 'Proof_Luminary.md']",chrislgarry_Apollo-11,chrislgarry,"Discussion.md,Humour.md,Proof_Comanche.md,Proof_Luminary.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript, fully customizable and developer-first.",False,53562,['PULL_REQUEST_TEMPLATE.md'],['BUG_REPORT.md'],strapi_strapi,strapi,BUG_REPORT.md,PULL_REQUEST_TEMPLATE.md
Python,The Python programming language,False,52426,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'crash.md', 'documentation.md', 'feature.md']",python_cpython,python,"bug.md,crash.md,documentation.md,feature.md",PULL_REQUEST_TEMPLATE.md
TypeScript,Apache Superset is a Data Visualization and Data Exploration Platform,True,51814,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'cosmetic.md']",apache_superset,apache,"bug_report.md,cosmetic.md",PULL_REQUEST_TEMPLATE.md
Python,Animation engine for explanatory math videos,True,51091,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'error-when-using.md']",3b1b_manim,3b1b,"bug_report.md,error-when-using.md",PULL_REQUEST_TEMPLATE.md
Go,Open Source Continuous File Synchronization,True,51021,['PULL_REQUEST_TEMPLATE.md'],"['01-feature.md', '02-bug.md']",syncthing_syncthing,syncthing,"01-feature.md,02-bug.md",PULL_REQUEST_TEMPLATE.md
TypeScript,The open source Firebase alternative. Follow to stay updated about our public Beta.,False,49644,['PULL_REQUEST_TEMPLATE.md'],"['1.Bug_report.md', '2.Improve_docs.md', '3.Create_a_chore.md']",supabase_supabase,supabase,"1.Bug_report.md,2.Improve_docs.md,3.Create_a_chore.md",PULL_REQUEST_TEMPLATE.md
Jupyter Notebook,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",True,48058,['translation_checklist.md'],"['bug_report.md', 'feature_request.md', 'translations-checklist.md']",microsoft_ML-For-Beginners,microsoft,"bug_report.md,feature_request.md,translations-checklist.md",translation_checklist.md
Ruby,:globe_with_meridians: Jekyll is a blog-aware static site generator in Ruby,True,46599,['PULL_REQUEST_TEMPLATE.md'],"['documentation.md', 'feature_request.md']",jekyll_jekyll,jekyll,"documentation.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript,Prettier is an opinionated code formatter.,True,45506,['PULL_REQUEST_TEMPLATE.md'],"['formatting.md', 'integration.md']",prettier_prettier,prettier,"formatting.md,integration.md",PULL_REQUEST_TEMPLATE.md
TypeScript,The repository for high quality TypeScript type definitions.,False,43882,['PULL_REQUEST_TEMPLATE.md'],['infrastructure_issue.md'],DefinitelyTyped_DefinitelyTyped,DefinitelyTyped,infrastructure_issue.md,PULL_REQUEST_TEMPLATE.md
CSS,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more",True,43631,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",ryanoasis_nerd-fonts,ryanoasis,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"Meteor, the JavaScript App Platform",True,43450,['PULL_REQUEST_TEMPLATE.md'],['ISSUE_TEMPLATE.md'],meteor_meteor,meteor,ISSUE_TEMPLATE.md,PULL_REQUEST_TEMPLATE.md
Python,Rich is a Python library for rich text and beautiful formatting in the terminal.,True,43152,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",Textualize_rich,Textualize,"bug_report.md,feature_request.md",pull_request_template.md
Go,A platform for building proxies to bypass network restrictions.,False,42366,['pull_request_template.md'],"['bug_cn.md', 'bug_en.md', 'other_en.md']",v2ray_v2ray-core,v2ray,"bug_cn.md,bug_en.md,other_en.md",pull_request_template.md
JavaScript,The zero configuration build tool for the web. 📦🚀,False,42321,['PULL_REQUEST_TEMPLATE.md'],"['Bug_Report.md', 'Feature_Request.md', 'RFC.md']",parcel-bundler_parcel,parcel-bundler,"Bug_Report.md,Feature_Request.md,RFC.md",PULL_REQUEST_TEMPLATE.md
Shell,A black hole for Internet advertisements,False,42276,['PULL_REQUEST_TEMPLATE.md'],['bug_report.md'],pi-hole_pi-hole,pi-hole,bug_report.md,PULL_REQUEST_TEMPLATE.md
Go,Gogs is a painless self-hosted Git service,False,42063,['pull_request_template.md'],"['dev_release_minor_version.md', 'dev_release_patch_version.md']",gogs_gogs,gogs,"dev_release_minor_version.md,dev_release_patch_version.md",pull_request_template.md
JavaScript,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry,False,41157,['PULL_REQUEST_TEMPLATE.md'],['bug_report.md'],yarnpkg_yarn,yarnpkg,bug_report.md,PULL_REQUEST_TEMPLATE.md
TypeScript,A terminal built on web technologies,False,40834,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",vercel_hyper,vercel,"bug_report.md,feature_request.md",pull_request_template.md
JavaScript,Cheatsheets for experienced React developers getting started with TypeScript,False,40765,['pull_request_template.md'],"['advanced-cheatsheet.md', 'basic-cheatsheet.md', 'general-react-ts-question.md', 'hoc-cheatsheet.md', 'migrating-cheatsheet.md']",typescript-cheatsheets_react,typescript-cheatsheets,"advanced-cheatsheet.md,basic-cheatsheet.md,general-react-ts-question.md,hoc-cheatsheet.md,migrating-cheatsheet.md",pull_request_template.md
JavaScript,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",True,39662,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",marktext_marktext,marktext,"bug_report.md,feature_request.md,question.md",PULL_REQUEST_TEMPLATE.md
Swift,Elegant HTTP Networking in Swift,False,39306,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",Alamofire_Alamofire,Alamofire,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Python,openpilot is an open source driver assistance system. openpilot performs the functions of Automated Lane Centering and Adaptive Cruise Control for over 200 supported car makes and models.,True,39263,"['pull_request_template.md', 'bugfix.md', 'car_bugfix.md', 'car_port.md', 'fingerprint.md', 'refactor.md', 'tuning.md']",['enhancement.md'],commaai_openpilot,commaai,enhancement.md,"pull_request_template.md,bugfix.md,car_bugfix.md,car_port.md,fingerprint.md,refactor.md,tuning.md"
Java,"Apache Dubbo is a high-performance, java based, open source RPC framework.",True,38849,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'discussion.md', 'feature_request.md', 'proposal.md', 'question.md']",apache_dubbo,apache,"bug_report.md,discussion.md,feature_request.md,proposal.md,question.md",PULL_REQUEST_TEMPLATE.md
Go,High Performance Object Storage for AI,False,38809,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",minio_minio,minio,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Go,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Yandex Files",True,38327,['PULL_REQUEST_TEMPLATE.md'],"['Bug.md', 'Feature.md']",rclone_rclone,rclone,"Bug.md,Feature.md",PULL_REQUEST_TEMPLATE.md
C++,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",True,37803,['pull_request_template.md'],"['bug_report_core.md', 'bug_report_cpp.md', 'bug_report_csharp.md', 'bug_report_objc.md', 'bug_report_php.md', 'bug_report_python.md', 'bug_report_ruby.md', 'cleanup_request.md', 'feature_request_core.md', 'feature_request_cpp.md', 'feature_request_csharp.md', 'feature_request_objc.md', 'feature_request_php.md', 'feature_request_python.md', 'feature_request_ruby.md', 'question.md']",grpc_grpc,grpc,"bug_report_core.md,bug_report_cpp.md,bug_report_csharp.md,bug_report_objc.md,bug_report_php.md,bug_report_python.md,bug_report_ruby.md,cleanup_request.md,feature_request_core.md,feature_request_cpp.md,feature_request_csharp.md,feature_request_objc.md,feature_request_php.md,feature_request_python.md,feature_request_ruby.md,question.md",pull_request_template.md
JavaScript,A full-featured download manager.,True,37629,['PULL_REQUEST_TEMPLATE.md'],"['feature_request.md', 'feature_request_cn.md']",agalwood_Motrix,agalwood,"feature_request.md,feature_request_cn.md",PULL_REQUEST_TEMPLATE.md
Ruby,🚀 The easiest way to automate building and releasing your iOS and Android apps,False,36950,['PULL_REQUEST_TEMPLATE.md'],"['BUG_REPORT.md', 'REGRESSION.md']",fastlane_fastlane,fastlane,"BUG_REPORT.md,REGRESSION.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"A fast, simple & powerful blog framework, powered by Node.js.",True,36708,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature-request-improvement.md', 'other.md']",hexojs_hexo,hexojs,"bug_report.md,feature-request-improvement.md,other.md",PULL_REQUEST_TEMPLATE.md
TypeScript,React Hooks — 👍,True,36625,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",streamich_react-use,streamich,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Java,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",True,36415,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'Support_help.md']",PhilJay_MPAndroidChart,PhilJay,"Bug_report.md,Feature_request.md,Support_help.md",PULL_REQUEST_TEMPLATE.md
Rust,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",False,36256,['pull_request_template.md'],"['bug_report.md', 'sprint_issue.md']",meilisearch_meilisearch,meilisearch,"bug_report.md,sprint_issue.md",pull_request_template.md
TypeScript,"Joplin - an open source note taking and to-do application with synchronisation capabilities for Windows, macOS, Linux, Android and iOS.",False,35696,['PULL_REQUEST_TEMPLATE'],['bug_report.md'],laurent22_joplin,laurent22,bug_report.md,PULL_REQUEST_TEMPLATE
TypeScript,The communications platform that puts data protection first.,True,35430,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'release.md']",RocketChat_Rocket.Chat,RocketChat,"bug_report.md,release.md",PULL_REQUEST_TEMPLATE.md
SCSS,Beautiful static documentation for your API,True,35144,['PULL_REQUEST_TEMPLATE.md'],['bug.md'],slatedocs_slate,slatedocs,bug.md,PULL_REQUEST_TEMPLATE.md
Go,simple terminal UI for git commands,True,34728,['pull_request_template.md'],"['bug_report.md', 'discussion.md', 'feature_request.md']",jesseduffield_lazygit,jesseduffield,"bug_report.md,discussion.md,feature_request.md",pull_request_template.md
TypeScript,📋 React Hooks for form state management and validation (Web + React Native),False,34681,['pull_request_template.md'],['feature_request.md'],react-hook-form_react-hook-form,react-hook-form,feature_request.md,pull_request_template.md
TypeScript,":dragon: Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",False,34532,['PULL_REQUEST_TEMPLATE.md'],"['1-bug.md', '2-feature.md', '3-documentation.md']",lerna_lerna,lerna,"1-bug.md,2-feature.md,3-documentation.md",PULL_REQUEST_TEMPLATE.md
Java,Dex to Java decompiler,True,34413,['pull_request_template.md'],"['decompilation-error.md', 'feature-request.md']",skylot_jadx,skylot,"decompilation-error.md,feature-request.md",pull_request_template.md
JavaScript,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",False,34261,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",photonstorm_phaser,photonstorm,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Rust,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",False,34045,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md']",starship_starship,starship,"Bug_report.md,Feature_request.md",PULL_REQUEST_TEMPLATE.md
Go,"TiDB is an open-source, cloud-native, distributed, MySQL-Compatible database for elastic scale and real-time analytics. Try AI-powered Chat2Query free at : https://tidbcloud.com/free-trial",True,33989,['pull_request_template.md'],"['bug-report.md', 'enhancement.md', 'feature-request.md']",pingcap_tidb,pingcap,"bug-report.md,enhancement.md,feature-request.md",pull_request_template.md
JavaScript,Expressive middleware for node.js using ES2017 async functions,True,33965,['PULL_REQUEST_TEMPLATE.md'],"['---bug-report.md', '---feature-request.md']",koajs_koa,koajs,"---bug-report.md,---feature-request.md",PULL_REQUEST_TEMPLATE.md
Swift,The modern video player for macOS.,True,33173,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",iina_iina,iina,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,True,33123,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md', 'proposal.md']",zenorocha_clipboard.js,zenorocha,"bug_report.md,documentation.md,proposal.md",PULL_REQUEST_TEMPLATE.md
Go,"Connect, secure, control, and observe services.",True,32909,['pull_request_template.md'],['feature_request.md'],istio_istio,istio,feature_request.md,pull_request_template.md
JavaScript,A fancy self-hosted monitoring tool,True,32902,['PULL_REQUEST_TEMPLATE.md'],['security.md'],louislam_uptime-kuma,louislam,security.md,PULL_REQUEST_TEMPLATE.md
JavaScript,:black_heart: Create and share beautiful images of your source code,False,32485,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'other.md']",carbon-app_carbon,carbon-app,"bug_report.md,feature_request.md,other.md",PULL_REQUEST_TEMPLATE.md
Go,"The fantastic ORM library for Golang, aims to be developer friendly",True,32302,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",go-gorm_gorm,go-gorm,"bug_report.md,feature_request.md,question.md",PULL_REQUEST_TEMPLATE.md
None,🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：,True,32299,['PULL_REQUEST_TEMPLATE.md'],"['recommendation.md', 'sign_up.md']",xitu_gold-miner,xitu,"recommendation.md,sign_up.md",PULL_REQUEST_TEMPLATE.md
Python,The uncompromising Python code formatter,True,32261,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'docs-issue.md', 'feature_request.md', 'style_issue.md']",psf_black,psf,"bug_report.md,docs-issue.md,feature_request.md,style_issue.md",PULL_REQUEST_TEMPLATE.md
Clojure,"The simplest, fastest way to get business intelligence and analytics to everyone in your company :yum:",True,32257,"['PULL_REQUEST_TEMPLATE.md', 'cypress_repro.md']","['feature-or-project-implementation.md', 'feature_request.md']",metabase_metabase,metabase,"feature-or-project-implementation.md,feature_request.md","PULL_REQUEST_TEMPLATE.md,cypress_repro.md"
Go,GitHub’s official command line tool,False,32209,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feedback.md', 'submit-a-request.md']",cli_cli,cli,"bug_report.md,feedback.md,submit-a-request.md",PULL_REQUEST_TEMPLATE.md
C#,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.",True,31634,"['pull_request_template.md', 'servicing.md']","['30_api_proposal.md', '40_design_proposal.md', '50_test_failure.md', '60_analyzer_proposal.md']",dotnet_aspnetcore,dotnet,"30_api_proposal.md,40_design_proposal.md,50_test_failure.md,60_analyzer_proposal.md","pull_request_template.md,servicing.md"
Ruby,API Documentation Browser,False,31397,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation_bug.md', 'feature_request.md']",freeCodeCamp_devdocs,freeCodeCamp,"bug_report.md,documentation_bug.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Python,A toolkit for developing and comparing reinforcement learning algorithms.,True,31185,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'proposal.md', 'question.md']",openai_gym,openai,"bug.md,proposal.md,question.md",PULL_REQUEST_TEMPLATE.md
Python,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,False,30916,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",mitmproxy_mitmproxy,mitmproxy,"bug_report.md,feature_request.md",pull_request_template.md
JavaScript,🤪 A list of funny and tricky JavaScript examples,False,30855,"['new_example.md', 'translation.md']",['new-example.md'],denysdovhan_wtfjs,denysdovhan,new-example.md,"new_example.md,translation.md"
TypeScript,🐻 Bear necessities for state management in React,True,30451,['pull_request_template.md'],['bug_report.md'],pmndrs_zustand,pmndrs,bug_report.md,pull_request_template.md
Ruby,Metasploit Framework,True,30163,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md', 'feature_suggestion.md', 'module_suggestion.md', 'question.md']",rapid7_metasploit-framework,rapid7,"bug_report.md,documentation.md,feature_suggestion.md,module_suggestion.md,question.md",PULL_REQUEST_TEMPLATE.md
TypeScript,Free and source-available fair-code licensed workflow automation tool. Easily automate tasks across different services.,True,30008,['pull_request_template.md'],['bug_report.md'],n8n-io_n8n,n8n-io,bug_report.md,pull_request_template.md
